Part no,Part Dic.,Part Family,Casting P/N,Casting Source,Casting Procress,Plant,SupplierNum,Supplier Name Short,Comodity,RM Grade,Weight,Conversion factor  (number of parts),System Weight (Kg),Purchasing group,UID
F002D7314662,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D731466297007917
F002D6214665,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D621466597007917
F002D8014674,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D801467497007917
F002D1614676,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D161467697007917
F002D1914684,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D191468497007917
F002D9714688,PUMP HOUSING,VE Pump Housing,,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,,100,0,RC,F002D971468897007917
F002D2714692,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D271469297007917
F002D9414695,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D941469597007917
F002D5914697,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D591469797007917
F002D7514699,PUMP HOUSING,VE Pump Housing,1465134206,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,F002D751469997007917
F002D1614702,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D161470297007917
F002D5514709,PUMP HOUSING,VE Pump Housing,1465134326,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.9,100,1.569,RC,F002D551470997007917
F002D7114713,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D711471397007917
F002D9514721,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D951472197007917
F002D9714724,PUMP HOUSING,VE Pump Housing,1465134352,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,F002D971472497007917
F002D2214726,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D221472697007917
F002D6914729,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,162.1,100,1.621,RC,F002D691472997007917
F002D8014730,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D801473097007917
F002D9614732,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D961473297007917
F002D7114734,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,162.1,100,1.621,RC,F002D711473497007917
F002D9614736,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D961473697007917
F002D9414737,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D941473797007917
F002D9714738,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,162.1,100,1.621,RC,F002D971473897007917
F002D9014739,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D901473997007917
F002D1614741,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D161474197007917
F002D8914747,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D891474797007917
F002D2714749,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D271474997007917
F002D2714755,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D271475597007917
F002D8714756,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D871475697007917
F002D4114758,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D411475897007917
F002D7814764,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D781476497007917
F002D9814767,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D981476797007917
F002D9514768,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D951476897007917
F002D2614769,PUMP HOUSING,VE Pump Housing,1465134335,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,153.4,100,1.534,RC,F002D261476997007917
F002D5114772,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D511477297007917
F002D4714774,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D471477497007917
F002D2214775,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D221477597007917
F002D9214778,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,F002D921477897007917
F002D3914781,PUMP HOUSING,VE Pump Housing,1465134335,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,153.4,100,1.534,RC,F002D391478197007917
F002D1814782,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D181478297007917
F002D8014787,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,F002D801478797007917
F002D8014792,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D801479297007917
F002D7214793,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D721479397007917
F002D7714795,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D771479597007917
F002D5714801,PUMP HOUSING,VE Pump Housing,1465134114,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,149.8,100,1.498,RC,F002D571480197007917
F002D6714808,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D671480897007917
F002D3914809,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D391480997007917
F002D9714811,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D971481197007917
F002D9414813,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D941481397007917
F002D9014817,PUMP HOUSING,VE Pump Housing,F002D14828,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,144.5,100,1.445,RC,F002D901481797007917
F002D7814821,PUMP HOUSING,VE Pump Housing,1465134446,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,165.4,100,1.654,RC,F002D781482197007917
F002D1814824,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D181482497007917
F002D1514827,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D151482797007917
F002D4414833,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D441483397007917
F002D7714850,PUMP HOUSING,VE Pump Housing,1465134283,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,159,100,1.59,RC,F002D771485097007917
F002D2714858,PUMP HOUSING,VE Pump Housing,1465134290,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156.2,100,1.562,RC,F002D271485897007917
F002D9314862,PUMP HOUSING,VE Pump Housing,1465134071,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D931486297007917
F002D9214886,PUMP HOUSING,VE Pump Housing,1465134352,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.7,100,1.577,RC,F002D921488697007917
F002D7514889,PUMP HOUSING,VE Pump Housing,1465134282,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,156,100,1.56,RC,F002D751488997007917
F002D1624003,PUMP HOUSING,VE Pump Housing,2465130106,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,162.3,100,1.623,RC,F002D162400397007917
F002D6924004,PUMP HOUSING,VE Pump Housing,2465130115,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.9,100,1.579,RC,F002D692400497007917
F002D1424006,PUMP HOUSING,VE Pump Housing,2465130115,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.9,100,1.579,RC,F002D142400697007917
F002D9424008,PUMP HOUSING,VE Pump Housing,2465130115,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.9,100,1.579,RC,F002D942400897007917
F002D6724010,PUMP HOUSING,VE Pump Housing,2465130115,KEMS,PDC,5930,97007917,SPCIP,Non-Ferrous,ADC12,157.9,100,1.579,RC,F002D672401097007917
127133620229,HEAT SINK; KUEHLKO,Heat Sink,,AMA,,369V,97010815,AM&ACP,Non-Ferrous,,,100,0,RD,12713362022997010815
20475410292,BODY-VALVE,LSPV,204710292,Magma,Shell,1810,97105496,MNI,Ferrous,GI,55,100,0.55,RE,02047541029297105496
20475610311,BODY-VALVE,LSPV,204710311,PJP Ltd,Shell,1810,97097163,PAPL,Ferrous,GI,75,100,0.75,RE,02047561031197097163
20477010321,BODY-VALVE,LSPV,204710321,PJP Ltd,Shell,1810,97097163,PAPL,Ferrous,GI,80,100,0.8,RE,02047701032197097163
20478212943,CLUTCH SLAVE CYLIN,LSPV,204749371,Magma,Shell,1810,97105496,MNI,Ferrous,GI,83,100,0.83,RE,02047821294397105496
20472512976,LOAD-SENSING VALVE,LSPV,204712976,Magma,Shell,1810,97105496,MNI,Ferrous,GI,71.6,100,0.716,RE,02047251297697105496
20477812981,LOAD-SENSING VALVE,LSPV,204712981,Magma,Shell,1810,97105496,MNI,Ferrous,GI,71.6,100,0.716,RE,02047781298197105496
20473512986,CAST BODY VALVE PA,LSPV,204712986,Magma,Shell,1810,97105496,MNI,Ferrous,GI,45,100,0.45,RE,02047351298697105496
20472914982,CLUTCH MASTER CYLI,CSC/CMC,204714982,Pratik,Arpa,1810,97101282,PIS,Ferrous,GI,100,100,1,RE,02047291498297101282
20475514995,CLUTCH SLAVE CYLIN,CSC/CMC,204745708,Magma,Shell,1810,97105496,MNI,Ferrous,GI,117.4,100,1.174,RE,02047551499597105496
20471614997,CLUTCH MASTER CYLI,CSC/CMC,204745710,Magma,Shell,1810,97105496,MNI,Ferrous,GI,113.4,100,1.134,RE,02047161499797105496
20471115005,CLUTCH SLAVE CYLIN,CSC/CMC,204715005,Pratik,Arpa,1810,97101282,PIS,Ferrous,GI,100,100,1,RE,02047111500597101282
20475415360,M/C BODY MACH. COA,CSC/CMC,204714987,Pratik,Arpa,1810,97101282,PIS,Ferrous,GI,220,100,2.2,RE,02047541536097101282
20471315383,M/C BODY MACH. COA,CSC/CMC,204715383,Pratik,Arpa,1810,97101282,PIS,Ferrous,GI,170,100,1.7,RE,02047131538397101282
20472517553,CLUTCH SLAVE CYLIN,CSC/CMC,204745708,Magma,Shell,1810,97105496,MNI,Ferrous,GI,117.4,100,1.174,RE,02047251755397105496
20479117554,CLUTCH SLAVE CYLIN,CSC/CMC,204745709,Magma,Shell,1810,97105496,MNI,Ferrous,GI,130,100,1.3,RE,02047911755497105496
20476917555,CLUTCH MASTER CYLI,CSC/CMC,204745710,Magma,Shell,1810,97105496,MNI,Ferrous,GI,113.4,100,1.134,RE,02047691755597105496
20474971730,Machined housing;,HydroMax,204745907,ANT Ltd,GDC,1810,97250183,AIE,Non-Ferrous,AA356,229.1,100,2.291,RB,02047497173097250183
20484719819,M/C Body Machined;,CSC/CMC,204819818,Icon Industries,HPML,1810,97101282,PIS,Ferrous,GI,161.5,100,1.615,RE,02048471981997101282
20483735137,"Cast Body; Plated,",LSPV,204835137,Icon Industries,Shell,1810,97234928,ICPL,Ferrous,GI,63.8,100,0.638,RE,02048373513797234928
20485936381,Cast Body; TLSPV (,LSPV,204835137,Icon Industries,Shell,1810,97234928,ICPL,Ferrous,GI,63.8,100,0.638,RE,02048593638197234928
20485849770,M/C BODY MACH. COA,CSC/CMC,204849769,Pratik,Arpa,1810,97101282,PIS,Ferrous,GI,180,100,1.8,RE,02048584977097101282
103527900319,DECK GUß DI EPA,ECU Cover,1035200319,Rock Industries,PDC,1760,97105969,RIL,Non-Ferrous,AlSi12Cu1Fe,28,100,0.28,RA,10352790031997105969
103525600564,COVER; EPA0913 RAW,ECU Cover,1035200564,AEL Ltd,PDC,1760,97262306,AEL,Non-Ferrous,AlSi12Cu1Fe,26.01391304,100,0.26013913,RA,10352560056497262306
103525500568,COVER EPA1612 RAW,ECU Cover,1035200568,AEL Ltd,PDC,1760,97262306,AEL,Non-Ferrous,AlSi12Cu1Fe,33.52695652,100,0.335269565,RA,10352550056897262306
103522500576,DECK GUß DI EPA,ECU Cover,1035200576,AEL Ltd,PDC,1760,97262306,AEL,Non-Ferrous,AlSi12Cu1Fe,33.5,100,0.335,RA,10352250057697262306
103529000881,COVER EPA1609-J RO,ECU Cover,1035200881,AEL Ltd,PDC,1760,97262306,AEL,Non-Ferrous,AlSi12Cu1Fe,26.85913043,100,0.268591304,RA,10352900088197262306
103526300883,COVER EPA1613.21 R,ECU Cover,1035200883,AEL Ltd,PDC,1760,97262306,AEL,Non-Ferrous,AlSi12Cu1Fe,26.01391304,100,0.26013913,RA,10352630088397262306
103521001056,Cover; DECKEL EPA1,ECU Cover,1035201056,Rock Industries,PDC,1760,97105969,RIL,Non-Ferrous,AlSi12Cu1Fe,44.1,100,0.441,RA,10352100105697105969
103528401272,Cover; EPA-R 1613.,ECU Cover,1035201272,AEL Ltd,PDC,1760,97262306,AEL,Non-Ferrous,AlSi12Cu1Fe,34.1,100,0.341,RA,10352840127297262306
127551400540,HOUSING COVER UNCL,ECU Cover,1275500540,Rock Industries,PDC,1760,97105969,RIL,Non-Ferrous,AlSi12Cu1Fe,36,100,0.36,RA,12755140054097105969
142562321001,GOVERNOR COVER,Governor Cover,1425621000,Lamba,PDC,9030,97007186,LCPL,Non-Ferrous,ADC12,56,100,0.56,RA,14256232100197007186
146038926387,DRIVER,Driver,1460326386,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,2.3,100,0.023,RD,14603892638797007792
146038026398,DRIVER,Driver,1460326397,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,1.2,100,0.012,RD,14603802639897007792
146103838314,FASTENING PLATE,Fastening Part,1461038313,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,2,100,0.02,RD,14610383831497007792
146223400305,SWITCHING CAM,Switching Cam,1462200304,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,4.9,100,0.049,RD,14622340030597007792
146514932001,VALVE HOUSING,Valve Housing,1465132000,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,12.4,100,0.124,RD,14651493200197007792
146515132586,VALVE HOUSING,Valve Housing,1465132586,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,12.5,100,0.125,RD,14651513258697007792
146514632596,VALVE HOUSING,Valve Housing,1465132596,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,12.8,100,0.128,RD,14651463259697007792
146512732715,VALVE HOUSING,Valve Housing,1465132596,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,12.8,100,0.128,RD,14651273271597007792
146513032748,VALVE HOUSING,Valve Housing,1465132742,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,10.8,100,0.108,RD,14651303274897007792
146519932781,SUPPLEMENTARY HOUS,Intermediate Housing,1465132794,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,8.4,100,0.084,RD,14651993278197007792
146551730301,LOCKING COVER;,Locking Cover,1465530301,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,1.9,100,0.019,RD,14655173030197007792
146551830725,LOCKING COVER,Locking Cover,,CNC Industries,PDC,5930,97006441,CAC,Non-Ferrous,AlSi9Cu3Fe,10.8,100,0.108,RD,14655183072597006441
146554130855,SUPPLEMENTARY HOUS,Intermediate Housing,1465530854,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,7,100,0.07,RD,14655413085597007792
146557830866,LOCKING COVER,Locking Cover,1465530866,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,2.9,100,0.029,RD,14655783086697007792
146553030900,LOCKING COVER,Locking Cover,1465530746,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,12.9,100,0.129,RD,14655303090097007792
146551930901,LOCKING COVER,Locking Cover,1465530901,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,2.4,100,0.024,RD,14655193090197007792
146557630903,LOCKING COVER,Locking Cover,1465530903,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,AlSi9Cu3Fe,2.4,100,0.024,RD,14655763090397007792
245999499001,HOUSING COVER;,HOUSING COVER,2455500100,CNC Industries,PDC,9030,97006441,CAC,Non-Ferrous,AlSi9Cu3Fe,10.8,100,0.108,RD,24599949900197006441
246512632028,INTERMEDIATE HOUSI,Intermediate Housing,2469919121,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,Al43F1,39,100,0.39,RD,24651263202897007792
780806801167,HOUSING,AS Housing,,Rock Industries,PDC,4750,97105969,RIL,Non-Ferrous,AlSi12Cu1Fe,50,100,0.5,RA,78080680116797105969
780805701194,HOUSING,AS Housing,,Rock Industries,PDC,4750,97105969,RIL,Non-Ferrous,AlSi12Cu1Fe,50,100,0.5,RA,78080570119497105969
780804532131,WASHER,Washer,,Kiran,PDC,4750,97105969,RIL,Non-Ferrous,AlSi12Cu1Fe,50,100,0.5,RB,78080453213197105969
01980274L360,PIVOT HOUSING ASSE,Pivot Housing,,ASW Enterprise,PDC,1720,97006441,CAC,Non-Ferrous,ADC12,8,100,0.08,RD,01980274L36097006441
01980774L361,PIVOT HOUSING ASSE,Pivot Housing,,ASW Enterprise,PDC,1720,97006441,CAC,Non-Ferrous,ADC12,7.5,100,0.075,RD,01980774L36197006441
6002675M0001,DROSSELGEHAEUSE,Throttle Housing,,Sun Beam,PDC,9820,97101102,SLSP,Non-Ferrous,AlSi12Cu1Fe,,100,0,RB,6002675M000197101102
6002682M0017,DROSSELGEHAEUSE,Throttle Housing,,Sun Beam,PDC,9820,97101102,SLSP,Non-Ferrous,AlSi12Cu1Fe,,100,0,RB,6002682M001797101102
6002662M0022,DROSSELGEHAEUSE,Throttle Housing,,Sun Beam,PDC,9820,97101102,SLSP,Non-Ferrous,AlSi12Cu1Fe,,100,0,RB,6002662M002297101102
6002699M0029,DROSSELGEHAEUSE,Throttle Housing,,Sun Beam,PDC,9820,97101102,SLSP,Non-Ferrous,AlSi12Cu1Fe,,100,0,RB,6002699M002997101102
6002670M0032,THROTTLE HOUSING,Throttle Housing,,Sun Beam,PDC,9820,97101102,SLSP,Non-Ferrous,AlSi12Cu1Fe,,100,0,RB,6002670M003297101102
6002661M0037,DROSSELGEHAEUSE,Throttle Housing,,Sun Beam,PDC,9820,97101102,SLSP,Non-Ferrous,AlSi12Cu1Fe,,100,0,RB,6002661M003797101102
F002A6820951,GOVERNOR HOUSING,Governor Housing,1425121109,CNC Industries,PDC,9030,97006441,CAC,Non-Ferrous,AlSi9Cu3Fe,45.7,100,0.457,RD,F002A682095197006441
F002A1222357,GOVERNOR HOUSING,Governor Housing,1425121109,CNC Industries,PDC,9030,97006441,CAC,Non-Ferrous,ADC12,53.3,100,0.533,RD,F002A122235797006441
F002A3733275,GOVERNOR HOUSING,Governor Housing,2425120100,CNC Industries,PDC,9030,97006441,CAC,Non-Ferrous,ADC12,53.3,100,0.533,RD,F002A373327597006441
F002A2833393,GOVERNOR COVER,Governor Cover,F002A22000,Lamba,PDC,9030,97007186,LCPL,Non-Ferrous,ADC12,56.5,100,0.565,RA,F002A283339397007186
F002D2524201,INTERMEDIATE HOUSI,Intermediate Housing,2465132021,Root Ltd,PDC,5930,97007792,RCPL,Non-Ferrous,Al43F1,39,100,0.39,RD,F002D252420197007792
139515707262,Gear Housing,Gear Housing,1395107262,Plast Ltd,PDC,1720,97101219,GPL,Non-Ferrous,ADC12,21.5,100,0.215,RC,13951570726297101219
139514207265,Gear Housing,Gear Housing,1395107265,Plast Ltd,PDC,1720,97101219,GPL,Non-Ferrous,ADC12,22.5,100,0.225,RC,13951420726597101219
139517207266,Gear Housing,Gear Housing,1395107266,Plast Ltd,PDC,1720,97101219,GPL,Non-Ferrous,ADC12,22,100,0.22,RC,13951720726697101219
146552034012,HOUSING COVER,HOUSING COVER,1465530792,EMMEL,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,32,100,0.32,RC,14655203401297000842
146552934026,HOUSING COVER,HOUSING COVER,1465534774,ENDURANCE,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,31,100,0.31,RC,14655293402697000842
146556934051,HOUSING COVER,HOUSING COVER,1465530792,EMMEL,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,32,100,0.32,RC,14655693405197000842
146554834062,HOUSING COVER,HOUSING COVER,1465530792,EMMEL,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,32,100,0.32,RC,14655483406297000842
146553034083,HOUSING COVER,HOUSING COVER,1465534075,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,35,100,0.35,RC,14655303408397000842
146557734090,HOUSING COVER,HOUSING COVER,1465534075,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,35,100,0.35,RC,14655773409097000842
146554934099,HOUSING COVER,HOUSING COVER,1465530792,EMMEL,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,32,100,0.32,RC,14655493409997000842
146555934103,HOUSING COVER,HOUSING COVER,1465530792,EMMEL,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,32,100,0.32,RC,14655593410397000842
146556634128,HOUSING COVER,HOUSING COVER,1465534066,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,39,100,0.39,RC,14655663412897000842
146551734132,HOUSING COVER,HOUSING COVER,1465534066,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,39,100,0.39,RC,14655173413297000842
146553534259,HOUSING COVER,HOUSING COVER,,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,45,100,0.45,RC,14655353425997000842
146555134310,HOUSING COVER,HOUSING COVER,1465534242,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,45,100,0.45,RC,14655513431097000842
146555034381,HOUSING COVER,HOUSING COVER,1465534380,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,45,100,0.45,RC,14655503438197000842
146553834387,HOUSING COVER;,HOUSING COVER,1465534380,BSH,PDC,5930,97000842,CPPL,Non-Ferrous,,,100,0,RC,14655383438797000842
146557934410,HOUSING COVER,HOUSING COVER,1465534276,EMMEL/FOCUS,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,45,100,0.45,RC,14655793441097000842
146557434414,HOUSING COVER,HOUSING COVER,1465534170,FOCUS,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,35,100,0.35,RC,14655743441497000842
146559834426,HOUSING COVER,HOUSING COVER,1465534170,FOCUS,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,35,100,0.35,RC,14655983442697000842
146552634431,HOUSING COVER,HOUSING COVER,1465534170,FOCUS,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,35,100,0.35,RC,14655263443197000842
146551034443,HOUSING COVER,HOUSING COVER,1465534276,EMMEL/FOCUS,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,45,100,0.45,RC,14655103444397000842
146551734446,HOUSING COVER,HOUSING COVER,1465534276,EMMEL/FOCUS,PDC,5930,97000842,CPPL,Non-Ferrous,AlSi9Cu3Fe,45,100,0.45,RC,14655173444697000842
339071393611,Pivot Housing,Pivot Housing,3390793611,Plast Ltd,PDC,1720,97101219,GPL,Non-Ferrous,AlSi12Cu1Fe,8.5,100,0.085,RC,33907139361197101219
339073693615,Pivot Housing,Pivot Housing,3390793615,Plast Ltd,PDC,1720,97101219,GPL,Non-Ferrous,AlSi12Cu1Fe,8.5,100,0.085,RC,33907369361597101219
339104595678,Motor bracket assembly,Motor Bracket,3391095678,Plast Ltd,PDC,1720,97101219,GPL,Non-Ferrous,AlSi12Cu1Fe,50,100,0.5,RC,33910459567897101219
